interview__key,interview__id,ip1,ministere,responsable,sexe,heure_fin,sssys_irnd,has__errors,interview__status,assignment__id,responsable_interne,Code_secteur,q1,q2,q3,q4,q5,q6,q7,q8,q81,q82,q9
00000000405,00000000000000000000000405,IP405,Ministère 12,Responsable 405,Femme,11:21,.55527115,0,3,2121,Resp interne 405,1,satisfait,Oui,Changement majeur secteur 1,Changement majeur usagers 8,Oui,Défi secteur 8,Défi usagers 1,Oui,Moyenne,Élevée,Recommandation 1
00000000406,00000000000000000000000406,IP406,Ministère 18,Responsable 406,Femme,22:24,.10731278,0,3,2165,Resp interne 406,5,insatisfait,Non,,,Non,,,Oui,Moyenne,Faible,Recommandation 20
00000000407,00000000000000000000000407,IP407,Ministère 16,Responsable 407,Homme,21:36,.79661971,0,3,2095,Resp interne 407,9,tres_insatisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 3,Oui,Défi secteur 10,Défi usagers 3,Oui,Moyenne,Moyenne,Recommandation 17
00000000408,00000000000000000000000408,IP408,Ministère 4,Responsable 408,Femme,20:09,.054542381,0,3,2114,Resp interne 408,8,insatisfait,Non,,,Oui,Défi secteur 5,Défi usagers 3,Non,,,Recommandation 18
00000000409,00000000000000000000000409,IP409,Ministère 5,Responsable 409,Homme,09:28,.30092824,0,1,2107,Resp interne 409,7,satisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 3,Oui,Défi secteur 5,Défi usagers 9,Oui,Très,Faible,Recommandation 18
00000000410,00000000000000000000000410,IP410,Ministère 15,Responsable 410,Homme,09:01,.87491959,0,2,2026,Resp interne 410,1,tres_insatisfait,Oui,Changement majeur secteur 5,Changement majeur usagers 8,Non,,,Oui,Très,faible,Recommandation 18
00000000411,00000000000000000000000411,IP411,Ministère 8,Responsable 411,Homme,17:17,.52251065,0,3,2023,Resp interne 411,6,tres_satisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 7,Oui,Défi secteur 6,Défi usagers 1,Oui,Faible,Très,Recommandation 9
00000000412,00000000000000000000000412,IP412,Ministère 12,Responsable 412,Femme,15:09,.61132973,0,2,2092,Resp interne 412,7,tres_insatisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 9,Oui,Défi secteur 9,Défi usagers 9,Non,,,Recommandation 11
00000000413,00000000000000000000000413,IP413,Ministère 4,Responsable 413,Femme,18:03,.010211479,0,3,2087,Resp interne 413,9,insatisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 6,Oui,Défi secteur 1,Défi usagers 8,Oui,Moyenne,faible,Recommandation 2
00000000414,00000000000000000000000414,IP414,Ministère 3,Responsable 414,Femme,10:05,.94687706,0,3,2044,Resp interne 414,9,tres_satisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 3,Non,,,Oui,Élevée,Moyenne,Recommandation 2
00000000415,00000000000000000000000415,IP415,Ministère 13,Responsable 415,Homme,04:26,.29863092,0,2,2154,Resp interne 415,7,tres_satisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 6,Oui,Défi secteur 5,Défi usagers 7,Oui,Élevée,Très,Recommandation 2
00000000416,00000000000000000000000416,IP416,Ministère 14,Responsable 416,Femme,17:22,.69753224,0,3,2171,Resp interne 416,4,satisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 3,Oui,Défi secteur 7,Défi usagers 5,Oui,Moyenne,faible,Recommandation 13
00000000417,00000000000000000000000417,IP417,Ministère 7,Responsable 417,Femme,16:01,.46999308,0,3,2047,Resp interne 417,1,insatisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 7,Oui,Défi secteur 5,Défi usagers 3,Oui,Moyenne,faible,Recommandation 6
00000000418,00000000000000000000000418,IP418,Ministère 13,Responsable 418,Homme,02:25,.7181102,0,2,2103,Resp interne 418,8,tres_insatisfait,Oui,Changement majeur secteur 5,Changement majeur usagers 2,Oui,Défi secteur 8,Défi usagers 7,Non,,,Recommandation 8
00000000419,00000000000000000000000419,IP419,Ministère 3,Responsable 419,Femme,05:49,.20711958,0,2,2074,Resp interne 419,6,satisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 5,Oui,Défi secteur 5,Défi usagers 6,Non,,,Recommandation 1
00000000420,00000000000000000000000420,IP420,Ministère 2,Responsable 420,Homme,17:45,.8339206,0,1,2154,Resp interne 420,3,insatisfait,Oui,Changement majeur secteur 6,Changement majeur usagers 6,Oui,Défi secteur 7,Défi usagers 5,Non,,,Recommandation 20
00000000421,00000000000000000000000421,IP421,Ministère 2,Responsable 421,Homme,12:47,.75247478,0,2,2003,Resp interne 421,3,insatisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 4,Non,,,Oui,Faible,Élevée,Recommandation 11
00000000422,00000000000000000000000422,IP422,Ministère 11,Responsable 422,Homme,14:38,.84055525,0,2,2128,Resp interne 422,8,ni_insatisfait_ni_satisfait,Non,,,Oui,Défi secteur 3,Défi usagers 1,Non,,,Recommandation 2
00000000423,00000000000000000000000423,IP423,Ministère 17,Responsable 423,Homme,22:39,.21491639,0,3,2005,Resp interne 423,7,tres_insatisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 8,Non,,,Non,,,Recommandation 9
00000000424,00000000000000000000000424,IP424,Ministère 19,Responsable 424,Homme,03:13,.62163639,0,2,2145,Resp interne 424,7,tres_satisfait,Oui,Changement majeur secteur 5,Changement majeur usagers 3,Oui,Défi secteur 10,Défi usagers 2,Non,,,Recommandation 2
00000000425,00000000000000000000000425,IP425,Ministère 11,Responsable 425,Homme,07:40,.55220783,0,2,2108,Resp interne 425,3,tres_insatisfait,Oui,Changement majeur secteur 6,Changement majeur usagers 4,Oui,Défi secteur 3,Défi usagers 2,Oui,Moyenne,Moyenne,Recommandation 19
00000000426,00000000000000000000000426,IP426,Ministère 16,Responsable 426,Femme,09:39,.54177356,0,3,2084,Resp interne 426,8,tres_satisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 9,Oui,Défi secteur 3,Défi usagers 2,Non,,,Recommandation 18
00000000427,00000000000000000000000427,IP427,Ministère 1,Responsable 427,Homme,00:38,.65777731,0,1,2155,Resp interne 427,9,insatisfait,Oui,Changement majeur secteur 6,Changement majeur usagers 3,Oui,Défi secteur 9,Défi usagers 1,Oui,faible,Faible,Recommandation 18
00000000428,00000000000000000000000428,IP428,Ministère 14,Responsable 428,Femme,05:42,.87516403,0,2,2098,Resp interne 428,8,tres_satisfait,Oui,Changement majeur secteur 5,Changement majeur usagers 6,Oui,Défi secteur 8,Défi usagers 3,Oui,Faible,Élevée,Recommandation 10
00000000429,00000000000000000000000429,IP429,Ministère 4,Responsable 429,Femme,05:40,.33374593,0,1,2185,Resp interne 429,9,tres_insatisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 7,Non,,,Non,,,Recommandation 13
00000000430,00000000000000000000000430,IP430,Ministère 13,Responsable 430,Femme,01:17,.063776933,0,2,2038,Resp interne 430,9,insatisfait,Non,,,Oui,Défi secteur 7,Défi usagers 1,Oui,Élevée,Très,Recommandation 6
00000000431,00000000000000000000000431,IP431,Ministère 10,Responsable 431,Femme,11:18,.097525232,0,2,2151,Resp interne 431,6,satisfait,Oui,Changement majeur secteur 5,Changement majeur usagers 5,Oui,Défi secteur 4,Défi usagers 4,Oui,faible,Très,Recommandation 3
00000000432,00000000000000000000000432,IP432,Ministère 1,Responsable 432,Femme,06:32,.70954508,0,3,2006,Resp interne 432,6,insatisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 6,Non,,,Non,,,Recommandation 12
00000000433,00000000000000000000000433,IP433,Ministère 7,Responsable 433,Femme,00:38,.18787281,0,2,2181,Resp interne 433,3,insatisfait,Non,,,Oui,Défi secteur 5,Défi usagers 1,Non,,,Recommandation 19
00000000434,00000000000000000000000434,IP434,Ministère 15,Responsable 434,Homme,17:46,.38144344,0,1,2060,Resp interne 434,9,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 9,Oui,Défi secteur 7,Défi usagers 7,Oui,Moyenne,Faible,Recommandation 8
00000000435,00000000000000000000000435,IP435,Ministère 6,Responsable 435,Femme,01:57,.61255854,0,3,2086,Resp interne 435,1,satisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 2,Non,,,Non,,,Recommandation 12
00000000436,00000000000000000000000436,IP436,Ministère 1,Responsable 436,Homme,21:15,.38735974,0,2,2097,Resp interne 436,6,insatisfait,Non,,,Non,,,Non,,,Recommandation 11
00000000437,00000000000000000000000437,IP437,Ministère 2,Responsable 437,Homme,18:26,.44630748,0,2,2082,Resp interne 437,2,insatisfait,Non,,,Oui,Défi secteur 2,Défi usagers 5,Oui,Moyenne,Faible,Recommandation 7
00000000438,00000000000000000000000438,IP438,Ministère 14,Responsable 438,Femme,17:37,.25829306,0,2,2151,Resp interne 438,4,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 5,Oui,Défi secteur 10,Défi usagers 9,Oui,faible,Faible,Recommandation 17
00000000439,00000000000000000000000439,IP439,Ministère 7,Responsable 439,Homme,00:35,.91960764,0,3,2055,Resp interne 439,7,satisfait,Oui,Changement majeur secteur 5,Changement majeur usagers 7,Oui,Défi secteur 2,Défi usagers 10,Oui,Élevée,faible,Recommandation 5
00000000440,00000000000000000000000440,IP440,Ministère 5,Responsable 440,Homme,16:10,.043826878,0,3,2004,Resp interne 440,6,tres_satisfait,Oui,Changement majeur secteur 6,Changement majeur usagers 1,Oui,Défi secteur 5,Défi usagers 5,Oui,Moyenne,Élevée,Recommandation 11
00000000441,00000000000000000000000441,IP441,Ministère 3,Responsable 441,Femme,05:59,.3459948,0,2,2091,Resp interne 441,6,tres_satisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 8,Non,,,Non,,,Recommandation 18
00000000442,00000000000000000000000442,IP442,Ministère 3,Responsable 442,Homme,01:03,.28652492,0,3,2038,Resp interne 442,4,tres_insatisfait,Oui,Changement majeur secteur 1,Changement majeur usagers 8,Non,,,Non,,,Recommandation 17
00000000443,00000000000000000000000443,IP443,Ministère 14,Responsable 443,Homme,21:56,.36248499,0,2,2099,Resp interne 443,6,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 9,Non,,,Oui,Moyenne,Moyenne,Recommandation 12
00000000444,00000000000000000000000444,IP444,Ministère 7,Responsable 444,Femme,13:19,.22059357,0,2,2066,Resp interne 444,2,tres_insatisfait,Non,,,Non,,,Oui,Élevée,faible,Recommandation 13
00000000445,00000000000000000000000445,IP445,Ministère 15,Responsable 445,Homme,22:32,.075296648,0,3,2090,Resp interne 445,8,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 10,Oui,Défi secteur 2,Défi usagers 2,Oui,faible,Élevée,Recommandation 6
00000000446,00000000000000000000000446,IP446,Ministère 15,Responsable 446,Femme,17:43,.62830013,0,1,2114,Resp interne 446,8,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 1,Changement majeur usagers 9,Non,,,Oui,Très,Élevée,Recommandation 17
00000000447,00000000000000000000000447,IP447,Ministère 2,Responsable 447,Homme,03:58,.88954192,0,3,2022,Resp interne 447,2,insatisfait,Oui,Changement majeur secteur 6,Changement majeur usagers 7,Non,,,Non,,,Recommandation 15
00000000448,00000000000000000000000448,IP448,Ministère 6,Responsable 448,Homme,20:29,.77833927,0,3,2059,Resp interne 448,6,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 3,Oui,Défi secteur 6,Défi usagers 4,Oui,Moyenne,Faible,Recommandation 8
00000000449,00000000000000000000000449,IP449,Ministère 5,Responsable 449,Homme,08:21,.63885301,0,3,2048,Resp interne 449,5,insatisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 3,Oui,Défi secteur 5,Défi usagers 1,Non,,,Recommandation 18
00000000450,00000000000000000000000450,IP450,Ministère 5,Responsable 450,Homme,01:27,.49303752,0,3,2093,Resp interne 450,6,insatisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 3,Oui,Défi secteur 1,Défi usagers 10,Oui,Moyenne,Très,Recommandation 11
00000000451,00000000000000000000000451,IP451,Ministère 20,Responsable 451,Femme,04:55,.71389645,0,2,2177,Resp interne 451,2,satisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 7,Non,,,Oui,faible,Très,Recommandation 13
00000000452,00000000000000000000000452,IP452,Ministère 2,Responsable 452,Homme,13:51,.48197588,0,3,2187,Resp interne 452,9,satisfait,Oui,Changement majeur secteur 5,Changement majeur usagers 3,Non,,,Oui,Moyenne,Moyenne,Recommandation 19
00000000453,00000000000000000000000453,IP453,Ministère 7,Responsable 453,Femme,06:08,.11872089,0,3,2008,Resp interne 453,2,tres_satisfait,Oui,Changement majeur secteur 1,Changement majeur usagers 3,Oui,Défi secteur 6,Défi usagers 3,Oui,Très,Élevée,Recommandation 5
00000000454,00000000000000000000000454,IP454,Ministère 2,Responsable 454,Homme,17:25,.45377004,0,1,2030,Resp interne 454,2,satisfait,Non,,,Non,,,Oui,faible,Très,Recommandation 12
00000000455,00000000000000000000000455,IP455,Ministère 19,Responsable 455,Homme,00:39,.95460409,0,2,2020,Resp interne 455,2,insatisfait,Oui,Changement majeur secteur 3,Changement majeur usagers 8,Oui,Défi secteur 9,Défi usagers 10,Non,,,Recommandation 6
00000000456,00000000000000000000000456,IP456,Ministère 12,Responsable 456,Homme,00:40,.39539099,0,2,2151,Resp interne 456,7,tres_insatisfait,Oui,Changement majeur secteur 4,Changement majeur usagers 3,Oui,Défi secteur 9,Défi usagers 4,Oui,faible,Très,Recommandation 15
00000000457,00000000000000000000000457,IP457,Ministère 9,Responsable 457,Homme,19:54,.2170468,0,3,2004,Resp interne 457,8,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 5,Changement majeur usagers 7,Non,,,Oui,Élevée,Élevée,Recommandation 10
00000000458,00000000000000000000000458,IP458,Ministère 6,Responsable 458,Homme,10:42,.91558188,0,2,2157,Resp interne 458,8,tres_satisfait,Non,,,Non,,,Oui,Moyenne,Très,Recommandation 14
00000000459,00000000000000000000000459,IP459,Ministère 9,Responsable 459,Femme,10:43,.36349875,0,3,2196,Resp interne 459,4,tres_satisfait,Oui,Changement majeur secteur 6,Changement majeur usagers 6,Oui,Défi secteur 7,Défi usagers 2,Oui,Moyenne,Moyenne,Recommandation 11
00000000460,00000000000000000000000460,IP460,Ministère 18,Responsable 460,Homme,04:36,.57568544,0,3,2160,Resp interne 460,5,tres_insatisfait,Oui,Changement majeur secteur 7,Changement majeur usagers 4,Non,,,Oui,Moyenne,Très,Recommandation 11
00000000461,00000000000000000000000461,IP461,Ministère 2,Responsable 461,Homme,20:22,.087544531,0,1,2032,Resp interne 461,4,ni_insatisfait_ni_satisfait,Non,,,Non,,,Oui,Faible,Élevée,Recommandation 9
00000000462,00000000000000000000000462,IP462,Ministère 7,Responsable 462,Femme,23:57,.70157838,0,3,2142,Resp interne 462,7,ni_insatisfait_ni_satisfait,Non,,,Oui,Défi secteur 2,Défi usagers 6,Oui,Élevée,Élevée,Recommandation 9
00000000463,00000000000000000000000463,IP463,Ministère 15,Responsable 463,Femme,21:29,.6006217,0,1,2195,Resp interne 463,5,tres_satisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 1,Oui,Défi secteur 9,Défi usagers 8,Oui,Élevée,Élevée,Recommandation 6
00000000464,00000000000000000000000464,IP464,Ministère 7,Responsable 464,Homme,03:09,.27922681,0,3,2125,Resp interne 464,2,satisfait,Non,,,Oui,Défi secteur 5,Défi usagers 1,Oui,faible,Faible,Recommandation 2
00000000465,00000000000000000000000465,IP465,Ministère 15,Responsable 465,Homme,01:59,.28291598,0,2,2020,Resp interne 465,4,tres_insatisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 3,Oui,Défi secteur 3,Défi usagers 9,Oui,Élevée,Faible,Recommandation 5
00000000466,00000000000000000000000466,IP466,Ministère 10,Responsable 466,Femme,10:38,.39155996,0,1,2121,Resp interne 466,1,satisfait,Oui,Changement majeur secteur 5,Changement majeur usagers 10,Non,,,Non,,,Recommandation 11
00000000467,00000000000000000000000467,IP467,Ministère 18,Responsable 467,Homme,14:00,.43377268,0,1,2079,Resp interne 467,9,tres_insatisfait,Oui,Changement majeur secteur 1,Changement majeur usagers 1,Oui,Défi secteur 2,Défi usagers 10,Oui,Faible,Élevée,Recommandation 16
00000000468,00000000000000000000000468,IP468,Ministère 16,Responsable 468,Femme,00:47,.92575431,0,2,2157,Resp interne 468,1,ni_insatisfait_ni_satisfait,Non,,,Oui,Défi secteur 3,Défi usagers 10,Non,,,Recommandation 7
00000000469,00000000000000000000000469,IP469,Ministère 8,Responsable 469,Homme,02:56,.51522195,0,1,2035,Resp interne 469,9,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 1,Changement majeur usagers 8,Oui,Défi secteur 10,Défi usagers 6,Oui,Faible,Très,Recommandation 18
00000000470,00000000000000000000000470,IP470,Ministère 20,Responsable 470,Femme,08:13,.25051728,0,1,2194,Resp interne 470,1,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 10,Changement majeur usagers 2,Non,,,Oui,Très,Moyenne,Recommandation 8
00000000471,00000000000000000000000471,IP471,Ministère 1,Responsable 471,Homme,05:53,.992796,0,1,2026,Resp interne 471,5,tres_insatisfait,Non,,,Oui,Défi secteur 3,Défi usagers 2,Non,,,Recommandation 8
00000000472,00000000000000000000000472,IP472,Ministère 11,Responsable 472,Homme,17:40,.23647404,0,2,2008,Resp interne 472,1,tres_satisfait,Non,,,Oui,Défi secteur 9,Défi usagers 2,Oui,Moyenne,Élevée,Recommandation 1
00000000473,00000000000000000000000473,IP473,Ministère 16,Responsable 473,Homme,04:28,.068981484,0,3,2007,Resp interne 473,6,tres_insatisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 7,Oui,Défi secteur 2,Défi usagers 8,Oui,Très,Élevée,Recommandation 14
00000000474,00000000000000000000000474,IP474,Ministère 8,Responsable 474,Femme,22:35,.72618139,0,1,2002,Resp interne 474,5,tres_satisfait,Oui,Changement majeur secteur 8,Changement majeur usagers 2,Oui,Défi secteur 2,Défi usagers 6,Oui,Moyenne,Faible,Recommandation 11
00000000475,00000000000000000000000475,IP475,Ministère 16,Responsable 475,Homme,22:09,.57283318,0,1,2086,Resp interne 475,3,ni_insatisfait_ni_satisfait,Non,,,Oui,Défi secteur 7,Défi usagers 3,Oui,Moyenne,faible,Recommandation 3
00000000476,00000000000000000000000476,IP476,Ministère 11,Responsable 476,Femme,09:32,.59727979,0,3,2025,Resp interne 476,1,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 2,Changement majeur usagers 5,Oui,Défi secteur 9,Défi usagers 7,Oui,Faible,Moyenne,Recommandation 17
00000000477,00000000000000000000000477,IP477,Ministère 1,Responsable 477,Homme,03:07,.41646668,0,3,2060,Resp interne 477,7,tres_satisfait,Oui,Changement majeur secteur 9,Changement majeur usagers 4,Oui,Défi secteur 7,Défi usagers 7,Oui,faible,Très,Recommandation 2
00000000478,00000000000000000000000478,IP478,Ministère 17,Responsable 478,Femme,11:00,.028743874,0,2,2163,Resp interne 478,2,tres_insatisfait,Oui,Changement majeur secteur 5,Changement majeur usagers 2,Non,,,Oui,Très,Élevée,Recommandation 1
00000000479,00000000000000000000000479,IP479,Ministère 17,Responsable 479,Homme,21:30,.23087643,0,3,2035,Resp interne 479,7,tres_insatisfait,Non,,,Oui,Défi secteur 3,Défi usagers 3,Oui,Faible,Élevée,Recommandation 15
00000000480,00000000000000000000000480,IP480,Ministère 10,Responsable 480,Homme,03:49,.82800466,0,3,2196,Resp interne 480,7,ni_insatisfait_ni_satisfait,Oui,Changement majeur secteur 1,Changement majeur usagers 8,Oui,Défi secteur 10,Défi usagers 6,Oui,Élevée,Élevée,Recommandation 2
