interview__key,interview__id,ip1,localite,structure,code_ppsp,intitule_ppsp,code_agent,sexe_agent_interv,age,handicap_agent_interv,annee_prise_poste,sssys_irnd,has__errors,interview__status,assignment__id,secteur,Code_secteur,qa21,qa22,qa23,qa31,qa32,qa33,qa34,qa35,qa41,qa42,qa43
00000001487,00000000000000000001487000,IP_1487,LOC87,Structure_137,315,PPSP_315,1655,Homme,54,Oui,1985,.9292661,0,72,1825,Secteur_2,9,Non,Non,Oui,Très satisfait,Très satisfait,Très satisfait,Très insatisfait,Pas dutout motivé,pas du tout,Oui,Oui
00000001488,00000000000000000001488000,IP_1488,LOC88,Structure_138,804,PPSP_804,970,Homme,38,Non,2001,.91983944,0,121,1591,Secteur_8,3,Oui,Oui,Non,Très satisfait,Satisfait,Satisfait,Très satisfait,Pas dutout motivé,pas du tout,Oui,Non
00000001489,00000000000000000001489000,IP_1489,LOC89,Structure_139,347,PPSP_347,1358,Femme,34,Non,1992,.26928982,0,87,1443,Secteur_2,8,Oui,Oui,Non,Satisfait,Satisfait,Satisfait,Très satisfait,Pas dutout motivé,pas du tout,Oui,Non
00000001490,00000000000000000001490000,IP_1490,LOC90,Structure_140,18,PPSP_18,1331,Homme,44,Non,2015,.59017217,0,73,1616,Secteur_5,9,Oui,Oui,Oui,Très insatisfait,Très insatisfait,Très satisfait,Très satisfait,Un peu motivé,oui,Oui,Oui
00000001491,00000000000000000001491000,IP_1491,LOC91,Structure_141,787,PPSP_787,1616,Homme,32,Oui,2006,.36977607,0,89,1760,Secteur_3,2,Oui,Oui,Non,Très insatisfait,Très satisfait,Très satisfait,Très satisfait,Un peu motivé,non,Oui,Non
00000001492,00000000000000000001492000,IP_1492,LOC92,Structure_142,631,PPSP_631,1451,Femme,35,Non,2019,.98707396,0,77,1621,Secteur_1,1,Oui,Non,Non,Très satisfait,Très satisfait,Satisfait,Très satisfait,Motivé,oui,Oui,Non
00000001493,00000000000000000001493000,IP_1493,LOC93,Structure_143,124,PPSP_124,1221,Femme,32,Non,2021,.22000845,0,82,1774,Secteur_4,4,Oui,Non,Non,Très satisfait,Satisfait,Très insatisfait,Satisfait,Pas dutout motivé,non,Non,Oui
00000001494,00000000000000000001494000,IP_1494,LOC94,Structure_144,295,PPSP_295,1254,Femme,57,Non,1985,.29045206,0,106,1610,Secteur_6,2,Oui,Oui,Oui,Très satisfait,Très insatisfait,Satisfait,Très satisfait,Pas dutout motivé,non,Non,Oui
00000001495,00000000000000000001495000,IP_1495,LOC95,Structure_145,98,PPSP_98,1281,Femme,59,Non,1998,.15478347,0,109,1626,Secteur_7,6,Oui,Oui,Oui,Très insatisfait,Satisfait,Satisfait,Très insatisfait,Un peu motivé,oui,Non,Oui
00000001496,00000000000000000001496000,IP_1496,LOC96,Structure_146,645,PPSP_645,391,Homme,43,Non,2009,.039445467,0,116,1849,Secteur_2,5,Oui,Oui,Oui,Très insatisfait,Très insatisfait,Très satisfait,Très insatisfait,Un peu motivé,pas du tout,Oui,Non
00000001497,00000000000000000001497000,IP_1497,LOC97,Structure_147,524,PPSP_524,161,Homme,54,Non,2011,.098076187,0,100,1495,Secteur_4,8,Oui,Oui,Non,Très insatisfait,Satisfait,Satisfait,Satisfait,Un peu motivé,pas du tout,Non,Non
00000001498,00000000000000000001498000,IP_1498,LOC98,Structure_148,739,PPSP_739,820,Homme,50,Non,2015,.30147704,0,88,1600,Secteur_3,6,Oui,Oui,Oui,Satisfait,Très insatisfait,Très insatisfait,Satisfait,Pas dutout motivé,non,Non,Oui
00000001499,00000000000000000001499000,IP_1499,LOC99,Structure_149,640,PPSP_640,1925,Homme,46,Oui,2012,.023789663,0,100,1743,Secteur_4,8,Oui,Non,Non,Très insatisfait,Très insatisfait,Satisfait,Très insatisfait,Un peu motivé,pas du tout,Oui,Oui
00000001500,00000000000000000001500000,IP_1500,LOC100,Structure_0,130,PPSP_130,856,Homme,24,Non,1994,.15101144,0,112,1553,Secteur_8,4,Oui,Oui,Oui,Très satisfait,Très satisfait,Très satisfait,Très insatisfait,Un peu motivé,oui,Non,Oui
00000001501,00000000000000000001501000,IP_1501,LOC101,Structure_1,374,PPSP_374,1456,Homme,49,Non,2013,.45150918,0,83,1536,Secteur_4,1,Oui,Non,Oui,Satisfait,Satisfait,Satisfait,Satisfait,Un peu motivé,non,Oui,Oui
00000001502,00000000000000000001502000,IP_1502,LOC102,Structure_2,556,PPSP_556,940,Femme,32,Non,1996,.35056615,0,78,1710,Secteur_5,8,Oui,Oui,Oui,Satisfait,Très insatisfait,Très insatisfait,Très satisfait,Motivé,pas du tout,Oui,Oui
00000001503,00000000000000000001503000,IP_1503,LOC103,Structure_3,190,PPSP_190,1516,Femme,43,Non,2009,.41737282,0,71,1505,Secteur_5,5,Non,Non,Oui,Très satisfait,Satisfait,Satisfait,Très satisfait,Motivé,oui,Oui,Non
00000001504,00000000000000000001504000,IP_1504,LOC104,Structure_4,575,PPSP_575,1745,Homme,46,Non,2005,.86694956,0,121,1789,Secteur_9,1,Non,Oui,Oui,Très satisfait,Très satisfait,Très insatisfait,Très satisfait,Motivé,non,Non,Non
00000001505,00000000000000000001505000,IP_1505,LOC105,Structure_5,452,PPSP_452,1265,Homme,25,Non,2024,.82942331,0,74,1455,Secteur_6,5,Oui,Non,Oui,Très satisfait,Satisfait,Très insatisfait,Satisfait,Pas dutout motivé,pas du tout,Non,Oui
00000001506,00000000000000000001506000,IP_1506,LOC106,Structure_6,909,PPSP_909,1625,Femme,49,Non,2015,.069834098,0,116,1777,Secteur_8,1,Non,Non,Non,Satisfait,Très insatisfait,Très insatisfait,Très insatisfait,Un peu motivé,non,Oui,Non
00000001507,00000000000000000001507000,IP_1507,LOC107,Structure_7,63,PPSP_63,1182,Homme,54,Non,1986,.39457908,0,105,1772,Secteur_7,6,Non,Non,Oui,Très satisfait,Satisfait,Très satisfait,Très satisfait,Pas dutout motivé,oui,Oui,Non
00000001508,00000000000000000001508000,IP_1508,LOC108,Structure_8,656,PPSP_656,67,Femme,21,Non,2008,.96233547,0,108,1795,Secteur_9,9,Oui,Oui,Oui,Très insatisfait,Très satisfait,Très insatisfait,Très insatisfait,Pas dutout motivé,pas du tout,Oui,Non
00000001509,00000000000000000001509000,IP_1509,LOC109,Structure_9,346,PPSP_346,1107,Homme,59,Non,1988,.70922136,0,83,1457,Secteur_3,7,Oui,Oui,Oui,Très satisfait,Très satisfait,Satisfait,Très satisfait,Pas dutout motivé,oui,Oui,Oui
00000001510,00000000000000000001510000,IP_1510,LOC110,Structure_10,351,PPSP_351,470,Homme,35,Non,2021,.19383237,0,91,1512,Secteur_5,7,Oui,Non,Oui,Très insatisfait,Très satisfait,Très insatisfait,Très satisfait,Pas dutout motivé,non,Non,Non
00000001511,00000000000000000001511000,IP_1511,LOC111,Structure_11,899,PPSP_899,1212,Homme,26,Non,2012,.60443306,0,83,1708,Secteur_7,9,Oui,Oui,Oui,Satisfait,Très satisfait,Satisfait,Très satisfait,Pas dutout motivé,oui,Oui,Oui
00000001512,00000000000000000001512000,IP_1512,LOC112,Structure_12,896,PPSP_896,1787,Homme,44,Non,1991,.9226501,0,94,1603,Secteur_3,6,Oui,Oui,Oui,Très satisfait,Très insatisfait,Très satisfait,Très satisfait,Pas dutout motivé,non,Oui,Oui
00000001513,00000000000000000001513000,IP_1513,LOC113,Structure_13,690,PPSP_690,1447,Femme,28,Oui,2007,.14006254,0,73,1865,Secteur_5,8,Non,Oui,Non,Très insatisfait,Satisfait,Très insatisfait,Satisfait,Un peu motivé,pas du tout,Oui,Oui
00000001514,00000000000000000001514000,IP_1514,LOC114,Structure_14,430,PPSP_430,661,Homme,44,Non,1995,.11214224,0,90,1446,Secteur_2,5,Non,Oui,Oui,Très satisfait,Satisfait,Très satisfait,Très satisfait,Motivé,oui,Oui,Non
00000001515,00000000000000000001515000,IP_1515,LOC115,Structure_15,226,PPSP_226,1607,Homme,35,Non,2023,.56403232,0,117,1563,Secteur_8,9,Oui,Non,Non,Satisfait,Satisfait,Satisfait,Très satisfait,Un peu motivé,non,Oui,Oui
00000001516,00000000000000000001516000,IP_1516,LOC116,Structure_16,380,PPSP_380,734,Homme,47,Non,1995,.10299405,0,110,1587,Secteur_1,2,Non,Oui,Non,Satisfait,Satisfait,Très satisfait,Satisfait,Motivé,oui,Oui,Non
00000001517,00000000000000000001517000,IP_1517,LOC117,Structure_17,803,PPSP_803,1251,Homme,57,Non,2023,.18893455,0,102,1624,Secteur_9,1,Non,Oui,Non,Très insatisfait,Satisfait,Très satisfait,Très satisfait,Un peu motivé,oui,Oui,Non
00000001518,00000000000000000001518000,IP_1518,LOC118,Structure_18,436,PPSP_436,1836,Homme,47,Non,2001,.33393767,0,82,1632,Secteur_1,9,Oui,Oui,Oui,Satisfait,Satisfait,Satisfait,Très satisfait,Motivé,pas du tout,Oui,Oui
00000001519,00000000000000000001519000,IP_1519,LOC119,Structure_19,770,PPSP_770,231,Femme,32,Non,1989,.93741351,0,74,1646,Secteur_4,8,Non,Non,Oui,Très satisfait,Très insatisfait,Satisfait,Très satisfait,Pas dutout motivé,oui,Non,Non
00000001520,00000000000000000001520000,IP_1520,LOC120,Structure_20,598,PPSP_598,710,Femme,56,Non,2023,.053694945,0,122,1800,Secteur_8,6,Oui,Oui,Non,Très satisfait,Très satisfait,Satisfait,Satisfait,Motivé,non,Oui,Oui
00000001521,00000000000000000001521000,IP_1521,LOC121,Structure_21,110,PPSP_110,1938,Homme,49,Non,2003,.22765782,0,76,1610,Secteur_1,9,Oui,Oui,Oui,Très satisfait,Très insatisfait,Très insatisfait,Très insatisfait,Un peu motivé,pas du tout,Oui,Non
00000001522,00000000000000000001522000,IP_1522,LOC122,Structure_22,533,PPSP_533,605,Femme,30,Non,2017,.96510029,0,118,1721,Secteur_2,2,Oui,Oui,Oui,Très satisfait,Très satisfait,Très satisfait,Très satisfait,Pas dutout motivé,pas du tout,Non,Oui
00000001523,00000000000000000001523000,IP_1523,LOC123,Structure_23,675,PPSP_675,1710,Femme,33,Non,2013,.19187118,0,96,1750,Secteur_5,2,Oui,Oui,Oui,Satisfait,Très satisfait,Très satisfait,Très satisfait,Un peu motivé,non,Oui,Non
00000001524,00000000000000000001524000,IP_1524,LOC124,Structure_24,315,PPSP_315,443,Femme,45,Non,2000,.96013445,0,89,1692,Secteur_2,2,Oui,Oui,Non,Très satisfait,Très insatisfait,Très satisfait,Satisfait,Pas dutout motivé,oui,Oui,Oui
00000001525,00000000000000000001525000,IP_1525,LOC125,Structure_25,415,PPSP_415,609,Femme,57,Non,2023,.20682494,0,122,1539,Secteur_1,8,Oui,Oui,Non,Satisfait,Très insatisfait,Très satisfait,Très satisfait,Pas dutout motivé,oui,Non,Oui
00000001526,00000000000000000001526000,IP_1526,LOC126,Structure_26,429,PPSP_429,333,Femme,53,Non,2015,.50652874,0,108,1558,Secteur_1,9,Non,Oui,Oui,Satisfait,Très insatisfait,Très insatisfait,Très satisfait,Motivé,non,Non,Non
00000001527,00000000000000000001527000,IP_1527,LOC127,Structure_27,631,PPSP_631,1947,Femme,29,Non,2016,.57336122,0,128,1745,Secteur_5,1,Non,Non,Oui,Très satisfait,Très satisfait,Satisfait,Très insatisfait,Motivé,non,Non,Non
00000001528,00000000000000000001528000,IP_1528,LOC128,Structure_28,75,PPSP_75,579,Femme,23,Non,2016,.78985381,0,129,1838,Secteur_1,5,Oui,Non,Non,Satisfait,Très satisfait,Très satisfait,Très insatisfait,Un peu motivé,pas du tout,Non,Oui
00000001529,00000000000000000001529000,IP_1529,LOC129,Structure_29,932,PPSP_932,1319,Femme,50,Non,2001,.24597564,0,94,1735,Secteur_1,5,Non,Non,Non,Satisfait,Très insatisfait,Très satisfait,Très satisfait,Pas dutout motivé,oui,Non,Non
00000001530,00000000000000000001530000,IP_1530,LOC130,Structure_30,630,PPSP_630,882,Femme,34,Non,2017,.1396284,0,105,1660,Secteur_6,1,Oui,Oui,Non,Très insatisfait,Satisfait,Satisfait,Très insatisfait,Un peu motivé,non,Oui,Oui
00000001531,00000000000000000001531000,IP_1531,LOC131,Structure_31,299,PPSP_299,1839,Femme,57,Non,1994,.45703068,0,94,1651,Secteur_6,2,Non,Oui,Oui,Très satisfait,Satisfait,Très satisfait,Satisfait,Motivé,non,Oui,Non
00000001532,00000000000000000001532000,IP_1532,LOC132,Structure_32,612,PPSP_612,1865,Homme,33,Non,1985,.76835191,0,98,1528,Secteur_9,3,Non,Oui,Oui,Très satisfait,Très satisfait,Satisfait,Satisfait,Pas dutout motivé,non,Oui,Oui
00000001533,00000000000000000001533000,IP_1533,LOC133,Structure_33,302,PPSP_302,1529,Femme,32,Non,2019,.96002001,0,96,1684,Secteur_5,9,Oui,Oui,Oui,Très satisfait,Très insatisfait,Très satisfait,Très satisfait,Pas dutout motivé,non,Oui,Non
00000001534,00000000000000000001534000,IP_1534,LOC134,Structure_34,40,PPSP_40,1491,Femme,43,Non,2023,.32871234,0,79,1707,Secteur_6,4,Oui,Oui,Non,Satisfait,Satisfait,Très satisfait,Très insatisfait,Un peu motivé,pas du tout,Oui,Non
00000001535,00000000000000000001535000,IP_1535,LOC135,Structure_35,862,PPSP_862,9,Femme,40,Non,1987,.537494,0,118,1718,Secteur_5,7,Non,Oui,Oui,Très satisfait,Satisfait,Très satisfait,Très satisfait,Motivé,oui,Oui,Non
00000001536,00000000000000000001536000,IP_1536,LOC136,Structure_36,691,PPSP_691,491,Homme,55,Non,1998,.32080874,0,69,1818,Secteur_4,9,Oui,Non,Oui,Très insatisfait,Très insatisfait,Très satisfait,Très insatisfait,Un peu motivé,oui,Oui,Non
00000001537,00000000000000000001537000,IP_1537,LOC137,Structure_37,418,PPSP_418,1322,Femme,59,Non,1991,.97346377,0,110,1556,Secteur_1,5,Oui,Oui,Oui,Très satisfait,Satisfait,Très satisfait,Très satisfait,Pas dutout motivé,pas du tout,Non,Non
00000001538,00000000000000000001538000,IP_1538,LOC138,Structure_38,729,PPSP_729,286,Femme,53,Non,2017,.56649894,0,85,1443,Secteur_2,9,Oui,Oui,Non,Très insatisfait,Satisfait,Très insatisfait,Très satisfait,Motivé,non,Oui,Non
00000001539,00000000000000000001539000,IP_1539,LOC139,Structure_39,547,PPSP_547,869,Femme,28,Oui,1990,.87067598,0,71,1758,Secteur_6,8,Oui,Non,Oui,Très insatisfait,Très satisfait,Très insatisfait,Très insatisfait,Motivé,oui,Oui,Oui
00000001540,00000000000000000001540000,IP_1540,LOC140,Structure_40,610,PPSP_610,205,Homme,38,Oui,2009,.024692342,0,123,1537,Secteur_5,3,Oui,Non,Oui,Très insatisfait,Très satisfait,Très satisfait,Très insatisfait,Motivé,non,Oui,Oui
00000001541,00000000000000000001541000,IP_1541,LOC141,Structure_41,38,PPSP_38,1216,Femme,60,Non,1989,.53773159,0,87,1627,Secteur_6,6,Oui,Non,Oui,Très satisfait,Très satisfait,Très satisfait,Très insatisfait,Motivé,oui,Oui,Oui
00000001542,00000000000000000001542000,IP_1542,LOC142,Structure_42,762,PPSP_762,1821,Femme,49,Non,1995,.67639929,0,97,1500,Secteur_8,4,Oui,Oui,Oui,Très insatisfait,Très insatisfait,Très satisfait,Satisfait,Motivé,non,Non,Oui
00000001543,00000000000000000001543000,IP_1543,LOC143,Structure_43,543,PPSP_543,427,Femme,52,Oui,1995,.47677743,0,119,1799,Secteur_2,1,Oui,Oui,Non,Très satisfait,Très insatisfait,Très satisfait,Très satisfait,Motivé,non,Oui,Oui
00000001544,00000000000000000001544000,IP_1544,LOC144,Structure_44,983,PPSP_983,1986,Homme,49,Non,2000,.46060306,0,85,1594,Secteur_4,6,Non,Non,Oui,Très satisfait,Très satisfait,Satisfait,Très insatisfait,Pas dutout motivé,non,Non,Non
00000001545,00000000000000000001545000,IP_1545,LOC145,Structure_45,214,PPSP_214,1553,Femme,38,Non,2003,.69327796,0,97,1693,Secteur_3,4,Oui,Oui,Oui,Très insatisfait,Très insatisfait,Satisfait,Satisfait,Un peu motivé,pas du tout,Non,Oui
00000001546,00000000000000000001546000,IP_1546,LOC146,Structure_46,217,PPSP_217,261,Femme,55,Non,1999,.0097406795,0,105,1756,Secteur_5,6,Oui,Oui,Non,Très satisfait,Très satisfait,Très satisfait,Très insatisfait,Pas dutout motivé,pas du tout,Oui,Oui
00000001547,00000000000000000001547000,IP_1547,LOC147,Structure_47,506,PPSP_506,1104,Femme,58,Non,1988,.53438663,0,112,1462,Secteur_8,9,Oui,Oui,Oui,Très satisfait,Très satisfait,Très satisfait,Très insatisfait,Motivé,non,Non,Oui
00000001548,00000000000000000001548000,IP_1548,LOC148,Structure_48,13,PPSP_13,465,Femme,31,Non,2018,.88897228,0,86,1739,Secteur_1,2,Oui,Oui,Oui,Satisfait,Très insatisfait,Très satisfait,Satisfait,Un peu motivé,non,Oui,Non
00000001549,00000000000000000001549000,IP_1549,LOC149,Structure_49,122,PPSP_122,383,Homme,55,Non,2013,.8399961,0,73,1445,Secteur_5,4,Non,Oui,Oui,Très satisfait,Très satisfait,Très satisfait,Satisfait,Un peu motivé,non,Oui,Non
00000001550,00000000000000000001550000,IP_1550,LOC150,Structure_50,623,PPSP_623,687,Femme,30,Non,2023,.075106941,0,84,1584,Secteur_5,5,Oui,Non,Oui,Très satisfait,Satisfait,Très insatisfait,Très insatisfait,Un peu motivé,non,Non,Non
00000001551,00000000000000000001551000,IP_1551,LOC151,Structure_51,166,PPSP_166,141,Femme,36,Oui,2001,.087790981,0,125,1715,Secteur_3,1,Oui,Non,Oui,Très satisfait,Très insatisfait,Satisfait,Satisfait,Pas dutout motivé,oui,Oui,Oui
00000001552,00000000000000000001552000,IP_1552,LOC152,Structure_52,50,PPSP_50,92,Homme,32,Non,1990,.84278679,0,104,1807,Secteur_4,9,Oui,Non,Oui,Satisfait,Satisfait,Très satisfait,Très satisfait,Un peu motivé,non,Non,Oui
00000001553,00000000000000000001553000,IP_1553,LOC153,Structure_53,81,PPSP_81,1015,Femme,32,Non,1987,.80677885,0,103,1743,Secteur_1,7,Oui,Oui,Oui,Très satisfait,Satisfait,Satisfait,Très insatisfait,Motivé,oui,Oui,Oui
00000001554,00000000000000000001554000,IP_1554,LOC154,Structure_54,535,PPSP_535,1636,Femme,27,Non,1986,.5850926,0,104,1551,Secteur_7,1,Oui,Oui,Non,Satisfait,Très insatisfait,Très satisfait,Très insatisfait,Un peu motivé,oui,Oui,Oui
00000001555,00000000000000000001555000,IP_1555,LOC155,Structure_55,16,PPSP_16,1366,Homme,32,Non,2012,.42484367,0,101,1729,Secteur_4,5,Oui,Non,Non,Très insatisfait,Très insatisfait,Satisfait,Très insatisfait,Motivé,oui,Oui,Non
00000001556,00000000000000000001556000,IP_1556,LOC156,Structure_56,973,PPSP_973,1082,Femme,51,Non,1988,.31394315,0,115,1622,Secteur_4,3,Oui,Non,Oui,Satisfait,Satisfait,Très satisfait,Très insatisfait,Pas dutout motivé,oui,Non,Non
00000001557,00000000000000000001557000,IP_1557,LOC157,Structure_57,491,PPSP_491,82,Femme,22,Non,2019,.2177384,0,105,1595,Secteur_3,9,Non,Oui,Non,Très satisfait,Très insatisfait,Très insatisfait,Satisfait,Un peu motivé,non,Oui,Non
00000001558,00000000000000000001558000,IP_1558,LOC158,Structure_58,259,PPSP_259,1117,Femme,31,Non,2017,.85831195,0,85,1697,Secteur_5,3,Oui,Non,Non,Satisfait,Satisfait,Très satisfait,Satisfait,Pas dutout motivé,non,Oui,Non
00000001559,00000000000000000001559000,IP_1559,LOC159,Structure_59,467,PPSP_467,391,Homme,41,Non,1996,.019750519,0,71,1633,Secteur_2,5,Oui,Oui,Non,Très insatisfait,Très satisfait,Très insatisfait,Satisfait,Pas dutout motivé,pas du tout,Non,Oui
00000001560,00000000000000000001560000,IP_1560,LOC160,Structure_60,738,PPSP_738,729,Homme,44,Non,1999,.68625081,0,88,1536,Secteur_9,8,Oui,Oui,Oui,Très satisfait,Très insatisfait,Très satisfait,Très insatisfait,Un peu motivé,non,Oui,Oui
00000001561,00000000000000000001561000,IP_1561,LOC161,Structure_61,609,PPSP_609,263,Femme,31,Non,1988,.3109287,0,79,1521,Secteur_4,7,Oui,Oui,Oui,Très satisfait,Très satisfait,Très satisfait,Très insatisfait,Motivé,pas du tout,Oui,Oui
00000001562,00000000000000000001562000,IP_1562,LOC162,Structure_62,935,PPSP_935,326,Femme,38,Non,1997,.2827397,0,67,1441,Secteur_6,2,Oui,Oui,Non,Très satisfait,Très satisfait,Très insatisfait,Satisfait,Motivé,oui,Oui,Oui
00000001563,00000000000000000001563000,IP_1563,LOC163,Structure_63,492,PPSP_492,765,Homme,24,Oui,1995,.95249313,0,98,1564,Secteur_3,6,Oui,Oui,Oui,Très satisfait,Très satisfait,Satisfait,Satisfait,Pas dutout motivé,oui,Oui,Oui
00000001564,00000000000000000001564000,IP_1564,LOC164,Structure_64,716,PPSP_716,407,Femme,33,Non,2011,.38578948,0,126,1676,Secteur_4,2,Oui,Non,Oui,Très insatisfait,Très satisfait,Satisfait,Très satisfait,Un peu motivé,non,Oui,Oui
00000001565,00000000000000000001565000,IP_1565,LOC165,Structure_65,247,PPSP_247,1809,Homme,27,Non,2018,.11205297,0,90,1634,Secteur_9,8,Oui,Non,Non,Très satisfait,Très insatisfait,Satisfait,Très insatisfait,Un peu motivé,non,Oui,Oui
00000001566,00000000000000000001566000,IP_1566,LOC166,Structure_66,389,PPSP_389,1056,Homme,54,Non,1995,.69472665,0,100,1705,Secteur_5,1,Non,Oui,Non,Très insatisfait,Satisfait,Très insatisfait,Satisfait,Un peu motivé,non,Oui,Oui
00000001567,00000000000000000001567000,IP_1567,LOC167,Structure_67,729,PPSP_729,1061,Homme,21,Non,1985,.13428858,0,103,1556,Secteur_8,6,Oui,Oui,Non,Satisfait,Très satisfait,Très insatisfait,Satisfait,Pas dutout motivé,pas du tout,Oui,Oui
00000001568,00000000000000000001568000,IP_1568,LOC168,Structure_68,433,PPSP_433,802,Femme,32,Non,1985,.7654568,0,120,1485,Secteur_6,5,Non,Oui,Oui,Très insatisfait,Satisfait,Satisfait,Satisfait,Un peu motivé,pas du tout,Oui,Non
00000001569,00000000000000000001569000,IP_1569,LOC169,Structure_69,496,PPSP_496,1366,Femme,32,Non,2005,.049782977,0,90,1675,Secteur_3,5,Oui,Oui,Oui,Très insatisfait,Satisfait,Très insatisfait,Satisfait,Motivé,oui,Oui,Oui
00000001570,00000000000000000001570000,IP_1570,LOC170,Structure_70,272,PPSP_272,763,Femme,27,Non,1997,.64160013,0,82,1716,Secteur_9,8,Oui,Non,Oui,Très satisfait,Très satisfait,Très insatisfait,Très insatisfait,Un peu motivé,oui,Oui,Non
00000001571,00000000000000000001571000,IP_1571,LOC171,Structure_71,46,PPSP_46,426,Homme,23,Non,1986,.082436234,0,86,1509,Secteur_1,2,Oui,Non,Non,Très satisfait,Très satisfait,Très satisfait,Très insatisfait,Un peu motivé,pas du tout,Oui,Oui
00000001572,00000000000000000001572000,IP_1572,LOC172,Structure_72,176,PPSP_176,697,Homme,30,Non,2005,.10938058,0,99,1609,Secteur_2,5,Oui,Oui,Oui,Satisfait,Très insatisfait,Satisfait,Très satisfait,Motivé,non,Oui,Non
00000001573,00000000000000000001573000,IP_1573,LOC173,Structure_73,719,PPSP_719,1588,Homme,52,Non,1989,.52963805,0,110,1481,Secteur_2,7,Oui,Oui,Non,Très satisfait,Satisfait,Satisfait,Très insatisfait,Pas dutout motivé,pas du tout,Non,Non
00000001574,00000000000000000001574000,IP_1574,LOC174,Structure_74,72,PPSP_72,1080,Homme,28,Non,1995,.25959915,0,77,1540,Secteur_6,7,Oui,Oui,Oui,Très insatisfait,Satisfait,Satisfait,Très insatisfait,Un peu motivé,pas du tout,Oui,Non
00000001575,00000000000000000001575000,IP_1575,LOC175,Structure_75,532,PPSP_532,852,Homme,46,Non,1999,.81398469,0,93,1647,Secteur_2,9,Oui,Non,Oui,Très insatisfait,Très satisfait,Satisfait,Satisfait,Pas dutout motivé,oui,Oui,Oui
00000001576,00000000000000000001576000,IP_1576,LOC176,Structure_76,452,PPSP_452,1198,Femme,49,Non,2018,.45753807,0,130,1805,Secteur_3,5,Oui,Oui,Oui,Très satisfait,Très satisfait,Très insatisfait,Très insatisfait,Motivé,pas du tout,Oui,Oui
